age,type_of_travel,online_boarding,checkin_service,on-board_service,baggage_handling,inflight_service,leg_room_service,cleanliness,seat_comfort,inflight_wifi_service,arrival_delay_in_minutes,departure_delay_in_minutes,satisfaction
50,Business travel,4,3,5,5,5,5,4,5,4,0,0,satisfied
39,Business travel,4,5,5,5,5,5,3,5,3,0,0,satisfied
42,Business travel,4,3,5,4,5,5,5,5,4,5,0,satisfied
52,Business travel,4,2,3,1,3,3,3,3,1,0,0,neutral or dissatisfied
57,Business travel,2,2,4,4,2,3,2,2,2,49,54,neutral or dissatisfied
22,Business travel,5,4,5,4,4,2,5,5,5,0,8,satisfied
42,Business travel,4,3,5,5,5,5,4,5,2,0,0,satisfied
40,Business travel,3,3,2,2,2,2,3,2,2,0,0,satisfied
55,Business travel,3,4,2,2,2,2,2,4,2,0,0,neutral or dissatisfied
26,Business travel,1,4,5,5,4,5,4,4,1,0,0,neutral or dissatisfied
60,Business travel,4,3,5,5,5,5,4,4,4,27,7,satisfied
43,Business travel,4,4,3,3,3,3,4,3,3,2,0,neutral or dissatisfied
44,Business travel,5,5,5,5,5,5,5,5,1,0,0,satisfied
29,Business travel,4,3,4,5,4,3,4,4,5,0,0,satisfied
50,Business travel,4,4,5,5,5,5,3,4,2,0,0,satisfied
33,Business travel,1,5,4,4,4,4,3,2,2,0,0,neutral or dissatisfied
49,Business travel,5,3,4,4,4,4,3,5,3,0,0,satisfied
50,Business travel,5,4,3,3,3,3,5,4,0,61,56,satisfied
22,Business travel,0,3,3,4,4,2,2,2,0,0,0,satisfied
11,Personal Travel,2,3,1,4,4,1,2,1,2,0,2,neutral or dissatisfied
41,Business travel,5,5,4,4,4,5,4,5,3,23,19,satisfied
31,Business travel,4,3,5,5,5,2,5,5,4,6,12,satisfied
27,Business travel,5,4,4,4,5,3,5,5,3,33,31,satisfied
56,Business travel,4,3,3,4,5,4,4,4,4,0,0,neutral or dissatisfied
38,Business travel,3,4,2,1,2,0,3,3,1,0,0,neutral or dissatisfied
56,Business travel,2,4,3,3,3,3,2,3,3,5,0,neutral or dissatisfied
47,Business travel,5,4,4,4,4,4,4,4,2,0,0,satisfied
43,Business travel,4,5,3,3,3,4,5,4,4,3,4,satisfied
39,Business travel,2,3,4,4,4,4,4,3,0,0,0,satisfied
47,Business travel,4,2,5,5,5,5,1,4,1,14,0,satisfied
52,Business travel,2,4,4,4,4,4,1,3,3,12,3,satisfied
38,Business travel,1,3,4,3,4,4,5,5,1,0,0,neutral or dissatisfied
66,Business travel,5,3,4,4,4,4,4,5,0,0,0,satisfied
44,Business travel,3,5,5,5,5,5,5,4,3,0,0,satisfied
39,Business travel,1,3,3,4,5,5,3,3,1,0,1,neutral or dissatisfied
55,Business travel,4,4,3,3,3,3,5,5,3,0,0,satisfied
50,Business travel,5,3,4,4,4,4,3,5,0,0,0,satisfied
58,Business travel,1,4,5,5,5,5,5,1,1,18,13,satisfied
41,Business travel,5,5,5,5,5,5,5,5,4,0,0,satisfied
25,Business travel,2,5,3,4,5,2,4,4,2,1,20,neutral or dissatisfied
23,Business travel,4,4,3,5,5,2,3,3,1,0,0,satisfied
32,Business travel,5,3,5,5,4,4,5,5,4,0,0,satisfied
56,Business travel,5,4,5,5,5,5,5,4,1,0,0,satisfied
70,Business travel,4,4,5,3,5,4,3,3,3,12,0,neutral or dissatisfied
24,Business travel,3,2,1,2,2,1,3,3,3,13,25,satisfied
51,Business travel,5,3,4,4,4,4,4,4,1,0,8,satisfied
25,Business travel,2,4,3,4,4,3,3,3,3,0,0,neutral or dissatisfied
51,Business travel,4,5,5,5,5,5,5,5,1,8,1,satisfied
44,Business travel,5,5,2,2,2,2,3,5,1,4,3,satisfied
31,Business travel,4,5,2,5,4,2,4,4,5,44,13,satisfied
27,Business travel,4,5,4,5,5,4,4,4,5,0,0,satisfied
52,Business travel,5,5,5,5,5,5,4,5,2,0,0,satisfied
37,Business travel,3,4,3,3,3,3,1,4,3,0,0,neutral or dissatisfied
25,Business travel,5,3,4,3,4,2,4,4,5,0,8,satisfied
54,Business travel,5,5,5,5,5,5,3,4,4,3,0,satisfied
58,Business travel,5,4,4,4,4,4,5,5,2,0,0,satisfied
16,Business travel,3,2,1,3,4,2,3,3,3,0,0,neutral or dissatisfied
43,Business travel,1,3,4,4,4,4,4,1,4,0,0,satisfied
47,Business travel,4,4,4,4,4,4,3,4,3,0,0,satisfied
23,Business travel,1,2,2,3,1,3,2,2,1,156,158,neutral or dissatisfied
49,Business travel,4,3,1,1,1,1,4,3,1,0,0,neutral or dissatisfied
29,Business travel,4,1,4,3,4,5,4,4,4,2,6,neutral or dissatisfied
43,Business travel,2,5,5,5,5,5,5,2,2,0,0,satisfied
58,Business travel,4,3,4,4,4,4,3,5,2,19,19,satisfied
38,Business travel,5,3,5,5,5,5,5,5,5,0,0,satisfied
49,Business travel,2,1,3,2,3,3,4,3,2,0,0,neutral or dissatisfied
25,Business travel,5,4,4,5,4,5,4,4,5,0,0,satisfied
45,Business travel,4,3,4,4,4,4,3,5,1,10,1,satisfied
39,Business travel,5,5,2,2,2,2,4,4,2,4,1,satisfied
41,Business travel,3,1,2,2,2,2,3,3,2,0,0,neutral or dissatisfied
56,Business travel,4,5,5,5,5,5,4,4,0,109,111,satisfied
19,Business travel,4,2,3,4,3,4,4,4,4,0,0,neutral or dissatisfied
52,Business travel,4,4,4,4,4,4,3,4,4,5,24,satisfied
34,Business travel,0,5,5,4,4,5,2,2,1,77,74,neutral or dissatisfied
40,Business travel,4,4,3,3,3,3,2,3,3,25,25,neutral or dissatisfied
26,Business travel,1,4,4,4,2,2,1,1,0,0,0,satisfied
31,Business travel,4,3,3,4,4,2,4,4,1,11,8,satisfied
42,Business travel,4,5,5,5,5,5,3,5,5,0,2,satisfied
29,Business travel,3,2,5,5,2,3,3,3,3,3,0,neutral or dissatisfied
35,Business travel,4,5,5,5,5,5,5,4,5,0,10,satisfied
38,Business travel,1,1,4,2,2,2,1,1,1,155,156,neutral or dissatisfied
58,Business travel,4,3,1,2,1,1,2,4,2,0,0,neutral or dissatisfied
45,Business travel,5,3,5,5,5,5,4,4,4,0,0,satisfied
30,Business travel,5,4,5,5,5,2,5,5,4,11,10,satisfied
49,Business travel,1,2,3,3,3,5,5,3,4,4,0,satisfied
58,Business travel,3,4,5,5,5,5,3,4,5,0,0,satisfied
41,Business travel,4,3,5,5,5,5,1,3,4,1,0,satisfied
58,Business travel,4,3,1,1,1,1,4,5,0,0,0,satisfied
21,Business travel,0,4,5,4,5,4,3,3,0,0,0,satisfied
27,Personal Travel,3,3,2,3,2,3,1,1,3,21,12,neutral or dissatisfied
13,Personal Travel,2,2,3,4,3,1,2,2,2,7,0,neutral or dissatisfied
27,Business travel,4,3,3,4,4,5,4,4,3,38,43,satisfied
28,Business travel,5,5,4,5,4,1,5,5,4,14,0,satisfied
17,Personal Travel,1,3,3,4,4,4,1,2,1,0,0,neutral or dissatisfied
27,Business travel,4,1,2,4,5,3,4,4,2,13,6,satisfied
40,Business travel,4,5,4,4,4,4,3,4,2,60,62,satisfied
60,Business travel,5,4,4,4,4,4,4,5,3,0,0,satisfied
26,Business travel,4,4,5,4,5,4,4,4,2,0,26,satisfied
28,Business travel,4,2,5,2,5,2,4,4,2,0,0,satisfied
50,Business travel,3,4,5,5,5,4,4,5,5,0,0,satisfied
27,Business travel,2,5,4,4,4,5,1,1,2,7,0,neutral or dissatisfied
28,Business travel,5,5,1,5,4,2,5,5,4,0,0,satisfied
51,Business travel,5,3,3,3,3,4,5,5,5,32,41,satisfied
42,Business travel,4,4,4,4,4,4,4,4,4,0,0,satisfied
37,Business travel,3,2,4,4,4,4,1,1,2,0,0,satisfied
69,Personal Travel,2,2,1,1,1,3,3,3,3,0,14,neutral or dissatisfied
7,Personal Travel,1,1,3,3,4,3,1,1,4,0,0,neutral or dissatisfied
30,Business travel,2,5,5,5,5,4,2,2,2,13,0,satisfied
57,Business travel,3,5,4,4,4,4,2,2,3,0,0,satisfied
29,Business travel,5,3,5,4,4,5,5,5,3,0,0,satisfied
43,Business travel,4,3,5,5,5,5,3,4,5,0,4,satisfied
24,Business travel,4,4,3,4,5,2,5,4,4,0,0,satisfied
52,Business travel,3,3,4,4,4,4,4,4,1,0,3,satisfied
45,Business travel,5,5,3,3,3,3,3,4,5,0,0,satisfied
25,Business travel,4,1,4,1,2,3,4,4,4,0,0,satisfied
57,Business travel,1,3,1,1,1,1,2,2,1,0,0,neutral or dissatisfied
9,Personal Travel,2,1,3,3,5,2,3,1,2,0,0,neutral or dissatisfied
39,Business travel,1,4,3,5,4,2,1,1,1,3,4,neutral or dissatisfied
41,Business travel,4,4,4,4,4,4,4,4,2,43,55,satisfied
53,Business travel,4,1,2,2,2,2,2,4,2,0,2,neutral or dissatisfied
39,Business travel,5,4,4,4,4,3,3,5,2,0,0,satisfied
55,Business travel,2,2,2,2,2,2,3,3,2,43,44,neutral or dissatisfied
46,Business travel,4,5,3,3,3,3,4,5,5,0,0,satisfied
34,Business travel,3,4,2,2,2,2,4,3,2,0,1,neutral or dissatisfied
15,Personal Travel,2,5,4,5,4,5,3,2,1,0,7,neutral or dissatisfied
47,Business travel,5,5,4,4,4,4,4,4,1,2,3,satisfied
57,Business travel,5,4,5,5,5,5,3,5,1,53,55,satisfied
59,Business travel,4,4,4,4,4,5,4,5,1,1,0,satisfied
23,Business travel,1,1,1,4,3,2,1,1,1,11,1,neutral or dissatisfied
47,Business travel,4,4,4,4,4,4,5,4,0,0,0,satisfied
18,Business travel,5,4,3,4,4,3,5,5,3,18,15,satisfied
33,Business travel,3,5,5,4,5,5,3,2,5,5,0,satisfied
47,Business travel,5,3,4,4,4,4,5,4,4,60,55,satisfied
39,Business travel,4,3,4,4,4,4,5,4,4,0,0,satisfied
45,Business travel,4,3,4,4,4,4,4,5,2,13,0,satisfied
28,Business travel,5,3,4,5,4,3,5,5,1,0,0,satisfied
35,Business travel,4,3,3,4,4,3,1,1,3,0,0,neutral or dissatisfied
25,Business travel,4,5,5,4,4,2,4,2,4,0,1,satisfied
19,Business travel,3,3,2,4,4,2,2,2,3,0,0,neutral or dissatisfied
33,Business travel,1,2,5,5,5,5,5,4,2,48,55,satisfied
43,Business travel,4,5,4,4,4,4,3,4,4,0,0,satisfied
15,Business travel,4,4,1,3,1,5,4,4,2,0,0,satisfied
48,Business travel,4,1,4,4,4,4,3,3,4,0,0,satisfied
11,Business travel,4,4,5,4,4,2,4,4,1,3,0,satisfied
49,Business travel,3,3,5,5,5,4,5,4,5,0,23,satisfied
45,Business travel,5,3,5,5,5,5,3,5,5,0,0,satisfied
33,Business travel,1,3,3,4,5,2,3,3,1,30,40,neutral or dissatisfied
50,Business travel,5,5,4,4,4,4,4,5,1,53,36,satisfied
46,Business travel,3,2,4,4,4,4,4,3,4,0,0,neutral or dissatisfied
13,Personal Travel,4,5,4,4,4,3,1,1,4,0,0,neutral or dissatisfied
80,Business travel,3,3,1,1,1,1,2,4,1,9,8,neutral or dissatisfied
59,Business travel,5,5,5,5,5,5,5,4,4,0,0,satisfied
34,Business travel,5,4,3,3,3,3,3,4,1,47,72,satisfied
39,Business travel,5,5,2,4,3,4,5,5,3,150,137,satisfied
26,Business travel,5,3,3,4,4,2,2,2,5,40,27,satisfied
41,Business travel,4,3,2,2,2,2,4,3,2,0,0,neutral or dissatisfied
36,Business travel,3,1,3,3,3,3,1,3,3,9,0,neutral or dissatisfied
28,Business travel,3,4,3,5,4,5,3,3,3,0,0,neutral or dissatisfied
58,Business travel,5,5,4,4,4,5,5,4,4,116,126,satisfied
23,Business travel,5,3,5,4,3,1,3,3,1,39,45,satisfied
36,Business travel,3,1,2,2,2,2,2,2,2,0,6,neutral or dissatisfied
44,Business travel,5,3,4,4,4,4,5,5,3,4,7,satisfied
42,Business travel,3,4,3,5,5,3,5,5,3,0,0,neutral or dissatisfied
40,Business travel,3,3,4,4,4,4,4,3,4,0,0,neutral or dissatisfied
35,Business travel,5,5,5,3,5,5,4,2,4,4,13,satisfied
35,Business travel,2,3,1,2,2,2,3,3,2,171,161,neutral or dissatisfied
26,Business travel,0,4,5,4,5,3,2,1,0,0,0,satisfied
24,Business travel,5,3,5,4,4,1,5,5,2,0,0,satisfied
51,Business travel,5,3,5,5,5,5,3,3,4,0,0,satisfied
54,Business travel,4,5,3,3,3,3,3,5,5,0,0,satisfied
46,Business travel,4,4,3,3,3,3,2,4,3,0,0,neutral or dissatisfied
34,Business travel,2,1,5,5,5,5,2,5,1,73,80,satisfied
57,Business travel,3,1,3,2,3,3,2,3,2,15,19,neutral or dissatisfied
47,Business travel,5,5,5,5,5,5,5,4,4,0,0,satisfied
24,Business travel,1,4,2,3,3,3,1,1,1,22,10,neutral or dissatisfied
55,Business travel,4,4,3,5,3,4,3,4,4,0,0,satisfied
27,Business travel,4,4,1,5,1,5,4,4,3,0,0,satisfied
42,Business travel,5,5,4,4,4,4,4,2,2,11,0,satisfied
46,Business travel,5,3,3,3,3,3,4,5,3,30,42,satisfied
44,Business travel,5,4,4,4,4,4,4,4,1,0,0,satisfied
56,Business travel,5,5,4,4,4,4,4,4,3,7,0,satisfied
31,Business travel,4,4,4,5,5,3,4,4,2,0,0,satisfied
40,Business travel,1,3,4,4,4,4,2,5,2,11,0,satisfied
59,Business travel,2,5,3,3,3,4,2,2,2,29,18,satisfied
48,Business travel,3,3,5,5,5,5,1,1,5,41,54,satisfied
26,Business travel,5,5,4,5,4,4,4,2,5,56,0,satisfied
43,Business travel,5,5,4,4,4,4,5,5,1,39,0,satisfied
31,Business travel,4,3,5,5,2,2,4,4,2,0,0,satisfied
63,Business travel,3,3,4,3,1,3,3,3,3,165,137,neutral or dissatisfied
31,Business travel,5,2,4,2,5,1,5,5,1,0,0,satisfied
26,Business travel,1,3,4,5,5,2,5,5,1,5,0,neutral or dissatisfied
33,Business travel,3,1,3,2,1,4,3,3,3,0,0,neutral or dissatisfied
17,Business travel,3,1,5,4,2,5,3,3,0,0,11,satisfied
40,Business travel,2,1,4,4,4,3,2,2,4,27,22,neutral or dissatisfied
46,Business travel,4,5,3,2,3,2,4,5,0,0,0,satisfied
40,Business travel,4,5,5,5,5,5,4,5,4,0,6,satisfied
34,Business travel,3,2,3,3,3,3,3,3,3,1,3,neutral or dissatisfied
43,Personal Travel,1,1,4,3,1,1,1,1,5,51,60,satisfied
40,Business travel,5,4,5,5,5,5,4,5,3,0,5,satisfied
17,Business travel,5,5,4,3,4,2,5,5,4,83,103,satisfied
42,Business travel,4,3,5,5,5,5,5,4,4,20,53,satisfied
10,Business travel,2,1,2,4,4,2,3,3,3,6,0,neutral or dissatisfied
37,Business travel,3,1,4,4,4,4,1,5,5,0,0,satisfied
44,Business travel,4,4,5,5,5,5,3,4,0,0,0,satisfied
43,Business travel,2,4,3,5,5,5,1,1,2,0,19,neutral or dissatisfied
58,Business travel,4,3,5,5,5,5,5,5,4,0,5,satisfied
33,Business travel,5,5,2,1,1,3,5,5,1,0,0,satisfied
51,Business travel,4,3,4,4,4,4,3,5,4,17,23,satisfied
39,Business travel,4,4,5,5,5,5,5,5,5,0,0,satisfied
32,Business travel,2,2,2,4,5,5,2,2,5,155,160,satisfied
33,Business travel,4,4,3,5,3,5,4,4,3,219,232,satisfied
69,Business travel,2,2,2,2,2,2,3,3,2,0,0,neutral or dissatisfied
59,Business travel,5,3,5,5,5,5,4,4,1,15,11,satisfied
29,Business travel,5,3,2,3,5,1,3,3,3,0,0,satisfied
33,Business travel,5,3,5,5,4,5,5,5,1,0,0,satisfied
58,Business travel,5,5,4,4,4,4,3,5,2,0,0,satisfied
62,Business travel,4,4,3,5,5,5,2,2,4,1,2,neutral or dissatisfied
45,Business travel,4,3,2,2,2,2,4,5,4,11,22,satisfied
22,Business travel,1,1,4,3,3,3,1,1,1,46,46,neutral or dissatisfied
57,Business travel,5,5,5,5,5,5,4,4,2,0,2,satisfied
50,Business travel,4,1,4,4,4,4,4,3,4,0,0,neutral or dissatisfied
36,Business travel,4,5,5,5,5,5,3,4,2,1,0,satisfied
38,Business travel,4,1,3,3,3,4,3,4,3,35,44,neutral or dissatisfied
40,Business travel,2,4,4,3,1,2,4,5,3,0,0,neutral or dissatisfied
51,Business travel,4,4,4,4,4,4,5,5,4,0,0,satisfied
39,Business travel,3,3,3,5,5,5,5,3,3,3,0,neutral or dissatisfied
52,Business travel,5,5,5,5,5,5,5,5,1,0,2,satisfied
51,Business travel,4,3,4,4,4,4,5,4,2,31,30,satisfied
39,Business travel,4,4,5,5,5,5,3,4,5,2,14,satisfied
24,Business travel,4,4,1,5,4,3,3,3,3,0,0,satisfied
42,Business travel,4,3,2,2,2,2,5,4,0,0,0,satisfied
26,Business travel,1,5,3,4,5,2,5,3,1,4,5,neutral or dissatisfied
45,Business travel,2,2,5,5,5,5,5,2,3,89,70,satisfied
45,Business travel,5,3,2,2,2,2,5,4,0,33,39,satisfied
52,Business travel,5,3,5,5,5,5,4,5,3,23,25,satisfied
59,Business travel,4,3,4,4,4,4,5,4,5,53,64,satisfied
25,Business travel,3,2,5,4,5,5,3,3,2,0,0,satisfied
18,Business travel,4,3,5,3,5,3,4,4,3,0,0,satisfied
39,Business travel,4,4,3,3,3,3,2,4,3,28,42,neutral or dissatisfied
25,Business travel,5,3,5,4,5,3,5,5,5,0,1,satisfied
62,Business travel,3,2,4,4,4,4,4,2,4,15,0,neutral or dissatisfied
64,Business travel,4,3,4,4,5,3,4,4,4,0,0,satisfied
49,Business travel,4,4,3,3,3,4,3,4,4,0,0,satisfied
47,Business travel,4,3,2,2,2,2,4,3,2,0,0,neutral or dissatisfied
32,Business travel,5,4,5,4,5,2,5,5,5,0,0,satisfied
57,Business travel,4,3,4,5,4,4,5,5,2,11,16,satisfied
25,Business travel,4,5,5,4,5,3,4,4,1,2,0,satisfied
34,Business travel,1,1,2,2,2,2,4,2,4,6,0,satisfied
10,Business travel,4,1,1,4,3,2,4,4,2,0,0,satisfied
26,Business travel,5,4,3,4,5,3,1,1,5,4,5,satisfied
55,Business travel,4,5,5,5,5,5,4,4,5,0,0,satisfied
55,Business travel,4,4,5,1,3,3,4,4,5,0,0,satisfied
11,Business travel,1,4,1,3,3,4,2,2,2,19,21,neutral or dissatisfied
28,Business travel,5,3,5,5,4,4,3,3,5,11,14,satisfied
42,Business travel,2,5,5,4,4,4,2,2,2,25,0,neutral or dissatisfied
50,Business travel,5,5,4,4,4,4,5,4,5,0,0,satisfied
60,Business travel,5,4,3,3,3,4,5,4,2,0,0,satisfied
25,Business travel,4,4,5,5,3,3,4,4,4,175,199,satisfied
39,Business travel,5,4,4,4,4,4,4,4,3,0,0,satisfied
50,Business travel,2,3,4,3,5,3,2,2,2,3,18,neutral or dissatisfied
29,Business travel,3,5,4,5,4,2,2,2,2,2,0,neutral or dissatisfied
51,Business travel,5,5,5,5,5,5,5,4,4,0,0,satisfied
26,Business travel,1,4,4,4,4,4,2,2,1,31,0,neutral or dissatisfied
28,Business travel,4,5,3,4,5,5,4,4,4,2,0,satisfied
48,Business travel,4,4,4,4,4,4,5,1,3,5,5,satisfied
61,Personal Travel,4,4,2,4,2,1,2,3,2,21,40,neutral or dissatisfied
21,Business travel,5,5,5,4,5,3,5,5,5,38,39,satisfied
28,Business travel,5,3,4,4,5,5,5,5,1,1,6,satisfied
51,Business travel,4,1,2,2,2,2,2,4,2,104,114,neutral or dissatisfied
25,Business travel,3,4,3,5,5,4,1,1,3,0,2,neutral or dissatisfied
26,Business travel,2,5,5,4,5,2,4,4,2,0,0,neutral or dissatisfied
37,Business travel,5,4,4,4,5,5,5,5,5,0,0,satisfied
27,Business travel,4,1,2,1,5,1,5,5,2,0,0,satisfied
35,Business travel,4,5,5,5,5,5,5,5,4,0,0,satisfied
36,Business travel,3,2,1,3,2,4,2,2,3,133,135,neutral or dissatisfied
40,Business travel,2,2,4,4,4,4,1,4,2,0,0,satisfied
47,Business travel,4,3,4,4,4,4,3,5,2,1,0,satisfied
56,Business travel,5,5,5,4,5,5,3,5,3,0,0,satisfied
34,Business travel,5,4,4,4,4,4,5,4,4,0,0,satisfied
41,Personal Travel,3,3,1,1,1,4,5,5,4,8,0,neutral or dissatisfied
43,Business travel,5,5,4,4,4,5,4,5,4,0,0,satisfied
53,Business travel,2,2,3,3,3,3,3,4,3,6,4,neutral or dissatisfied
21,Business travel,2,1,3,4,3,1,2,2,2,16,18,neutral or dissatisfied
29,Business travel,4,3,3,3,4,5,2,2,4,0,0,satisfied
59,Business travel,4,3,5,5,5,5,5,5,4,49,64,satisfied
46,Business travel,4,4,2,4,5,4,4,4,1,134,142,satisfied
15,Business travel,2,1,4,3,4,1,2,2,2,43,46,neutral or dissatisfied
44,Business travel,1,5,4,4,4,4,3,3,1,0,0,satisfied
64,Business travel,3,5,4,2,2,3,5,5,4,259,147,satisfied
30,Personal Travel,4,4,3,4,5,3,4,4,3,0,0,neutral or dissatisfied
44,Business travel,4,5,5,4,5,5,5,5,1,0,0,satisfied
35,Business travel,5,5,5,5,5,5,5,5,4,0,0,satisfied
15,Business travel,4,4,5,4,5,3,4,4,5,16,0,satisfied
43,Business travel,5,1,3,3,3,3,1,4,0,1,2,satisfied
39,Business travel,4,4,4,4,4,4,3,4,4,0,0,satisfied
31,Business travel,4,1,1,3,5,5,4,4,3,68,66,satisfied
51,Business travel,5,4,5,5,5,5,4,4,1,0,0,satisfied
74,Business travel,4,1,3,3,3,3,4,2,3,3,0,satisfied
54,Business travel,4,4,2,4,5,5,4,4,1,222,235,satisfied
35,Business travel,4,3,5,5,5,5,5,5,4,0,0,satisfied
56,Business travel,2,1,2,2,2,2,4,3,2,15,21,neutral or dissatisfied
59,Business travel,5,5,5,5,5,4,5,5,2,0,0,satisfied
45,Business travel,4,5,4,4,4,5,5,4,3,6,5,satisfied
59,Business travel,5,4,4,4,4,4,5,5,4,6,7,satisfied
43,Business travel,5,3,2,2,2,2,4,5,0,0,6,satisfied
30,Business travel,3,5,5,4,4,4,3,3,5,0,0,satisfied
26,Business travel,2,5,4,4,1,3,5,5,2,203,113,neutral or dissatisfied
40,Business travel,4,5,5,4,5,5,5,4,4,0,6,satisfied
42,Business travel,4,5,4,4,4,4,3,4,4,2,0,satisfied
44,Business travel,4,1,4,4,4,4,2,1,4,24,25,satisfied
30,Business travel,2,5,4,4,4,5,3,3,2,0,0,neutral or dissatisfied
26,Business travel,3,4,4,5,4,3,2,2,5,0,0,satisfied
47,Business travel,2,5,4,4,4,4,2,4,1,0,0,satisfied
51,Personal Travel,4,5,2,1,2,1,4,5,1,11,21,neutral or dissatisfied
39,Business travel,4,4,5,5,5,5,4,4,2,0,0,satisfied
61,Business travel,2,4,3,3,3,3,1,3,3,1,5,neutral or dissatisfied
41,Business travel,3,2,2,2,2,2,4,5,2,0,4,satisfied
39,Business travel,2,5,3,4,5,3,1,1,2,0,0,neutral or dissatisfied
49,Business travel,5,5,3,3,3,3,3,5,2,0,0,satisfied
25,Business travel,5,4,4,5,5,2,5,5,1,3,5,satisfied
72,Business travel,1,3,1,1,1,1,2,3,1,0,0,neutral or dissatisfied
38,Business travel,4,3,4,4,4,4,4,5,4,0,0,satisfied
40,Business travel,4,5,5,5,5,5,4,4,3,0,11,satisfied
25,Business travel,1,2,4,3,4,5,1,1,1,14,10,neutral or dissatisfied
59,Business travel,4,3,5,5,5,4,3,5,1,0,0,satisfied
40,Business travel,4,4,4,4,4,4,3,4,3,16,26,satisfied
58,Business travel,4,5,5,5,5,5,5,5,3,9,2,satisfied
51,Business travel,5,4,4,4,4,4,3,4,2,1,0,satisfied
39,Business travel,1,4,1,2,3,2,2,2,1,6,0,neutral or dissatisfied
25,Business travel,5,4,3,4,5,2,1,1,5,0,0,satisfied
35,Business travel,4,4,1,1,1,1,2,3,1,1,0,neutral or dissatisfied
27,Business travel,1,5,5,4,5,4,2,2,1,40,0,neutral or dissatisfied
30,Business travel,2,3,4,4,5,5,1,1,3,1,9,neutral or dissatisfied
22,Business travel,4,4,4,4,5,4,4,4,2,37,26,satisfied
53,Business travel,4,4,2,2,2,2,4,4,2,20,22,neutral or dissatisfied
40,Business travel,1,4,3,3,3,3,3,5,1,0,0,satisfied
25,Business travel,1,1,1,2,3,3,1,1,1,5,0,neutral or dissatisfied
49,Business travel,4,4,4,4,4,4,5,4,1,0,0,satisfied
49,Business travel,1,5,3,5,4,4,4,4,1,0,0,neutral or dissatisfied
31,Business travel,1,4,1,3,3,3,1,1,1,0,0,neutral or dissatisfied
48,Business travel,4,4,3,3,3,3,4,4,2,0,2,satisfied
22,Business travel,4,2,5,4,4,3,4,4,1,0,1,satisfied
24,Personal Travel,0,1,2,3,4,3,4,4,0,0,5,satisfied
36,Business travel,3,3,5,3,4,5,3,3,3,0,0,neutral or dissatisfied
53,Business travel,3,3,4,4,4,4,5,5,3,21,0,satisfied
39,Business travel,4,5,5,5,5,4,3,4,5,23,6,satisfied
29,Business travel,4,3,4,5,4,2,4,4,5,0,0,satisfied
36,Business travel,4,3,4,4,4,4,3,4,4,0,0,satisfied
38,Business travel,5,3,3,3,3,3,3,5,4,0,0,satisfied
48,Business travel,4,3,4,4,4,4,5,4,4,0,0,satisfied
43,Business travel,4,4,4,4,4,4,3,4,2,61,70,satisfied
53,Personal Travel,2,2,5,5,5,3,3,2,3,0,0,neutral or dissatisfied
64,Business travel,3,2,3,3,4,2,4,3,3,0,0,neutral or dissatisfied
32,Business travel,1,3,5,5,4,2,2,2,1,2,10,neutral or dissatisfied
44,Business travel,5,5,5,5,5,5,4,4,2,0,0,satisfied
19,Business travel,4,4,4,4,3,3,4,4,4,27,35,neutral or dissatisfied
40,Business travel,5,5,4,4,4,4,5,4,3,0,0,satisfied
45,Business travel,2,2,1,2,1,1,4,2,2,0,0,neutral or dissatisfied
33,Business travel,4,4,2,4,5,3,4,5,3,1,0,satisfied
43,Business travel,4,5,5,5,5,5,4,4,3,0,0,satisfied
56,Business travel,4,5,5,5,5,5,4,5,5,3,0,satisfied
42,Business travel,5,4,5,5,5,5,5,4,5,75,85,satisfied
37,Business travel,3,3,3,5,5,4,4,5,3,0,0,neutral or dissatisfied
51,Business travel,5,5,4,4,4,4,3,5,1,0,0,satisfied
37,Business travel,5,5,5,5,5,5,2,4,5,0,0,satisfied
46,Business travel,5,4,4,4,4,4,3,4,3,16,3,satisfied
33,Business travel,2,5,3,5,5,2,4,3,2,0,0,neutral or dissatisfied
41,Business travel,4,3,4,4,4,4,3,5,4,0,3,satisfied
28,Business travel,2,4,3,4,2,1,3,4,1,0,0,neutral or dissatisfied
58,Business travel,5,4,4,4,4,4,5,4,5,2,9,satisfied
38,Business travel,4,2,2,2,2,2,2,4,2,39,47,neutral or dissatisfied
24,Business travel,4,4,3,4,4,2,4,4,5,0,0,satisfied
70,Personal Travel,4,5,5,2,5,3,5,4,3,31,52,neutral or dissatisfied
44,Business travel,4,3,4,4,4,4,3,4,5,26,21,satisfied
47,Business travel,5,5,5,5,5,5,4,4,3,0,0,satisfied
31,Business travel,4,5,3,5,4,3,4,4,1,15,29,satisfied
33,Business travel,4,5,3,4,5,3,4,4,4,0,0,satisfied
43,Business travel,5,3,4,4,4,4,4,4,3,17,16,satisfied
20,Business travel,5,1,4,3,1,4,5,5,3,0,5,satisfied
57,Business travel,4,4,3,3,3,4,3,5,3,1,9,satisfied
46,Business travel,4,4,4,5,4,5,4,4,4,0,0,satisfied
59,Business travel,5,3,2,2,2,2,4,5,0,0,0,satisfied
40,Business travel,4,5,5,5,5,4,5,4,2,0,0,satisfied
34,Business travel,4,3,5,5,5,5,3,5,5,8,12,satisfied
27,Business travel,3,2,4,4,4,4,2,2,3,8,0,neutral or dissatisfied
25,Business travel,4,3,5,2,5,3,3,3,5,0,0,satisfied
